customer_id,order_date,revenue
38,2023-10-03,151.94
38,2023-10-14,327.73
38,2023-10-15,119.66
38,2023-12-29,56.13
39,2023-01-27,417.59
39,2023-02-06,201.79
39,2023-03-20,280.37
39,2023-03-25,288.11
39,2023-04-18,415.61
39,2023-08-13,180.42
39,2023-08-26,254.65
39,2023-08-29,38.33
39,2023-10-08,161.17
39,2023-11-23,421.51
40,2023-06-07,113.16
40,2023-06-16,148.35
40,2023-06-20,366.32
40,2023-10-01,87.73
40,2023-10-19,498.6
40,2023-11-30,228.21
40,2023-12-02,77.99
41,2023-02-18,275.46
41,2023-07-23,70.19
41,2023-08-16,161.68
41,2023-11-15,408.17
41,2023-12-22,268.8
42,2023-03-27,257.38
42,2023-06-17,128.58
42,2023-08-03,258.78
42,2023-11-22,340.07
42,2023-11-27,237.5
42,2023-12-15,240.12
43,2023-07-09,282.67
43,2023-07-30,429.91
43,2023-08-05,275.36
43,2023-09-02,55.51
43,2023-09-16,458.81
43,2023-10-05,59.13
43,2023-11-17,394.84
44,2023-12-28,21.52
44,2023-12-28,71.59
44,2023-12-29,309.33
44,2023-12-29,125.42
44,2023-12-30,215.68
44,2023-12-30,472.44
44,2023-12-30,107.18
44,2023-12-30,229.37
44,2023-12-30,48.84
45,2023-11-22,100.97
45,2023-11-22,107.5
45,2023-12-01,465.23
45,2023-12-12,66.51
46,2023-09-27,466.98
46,2023-11-01,460.43
46,2023-11-04,50.59
46,2023-11-11,92.83
46,2023-11-28,306.06
46,2023-12-06,300.16
46,2023-12-15,86.54
47,2023-09-25,313.53
47,2023-11-03,128.22
48,2023-07-12,440.91
48,2023-09-22,162.36
48,2023-09-24,45.05
48,2023-10-18,333.33
48,2023-12-07,97.38
48,2023-12-10,494.65
49,2023-09-01,225.36
49,2023-09-15,221.92
49,2023-10-09,400.2
49,2023-11-06,363.16
49,2023-11-17,395.87
49,2023-12-13,179.93
49,2023-12-26,147.25
50,2023-11-05,470.48
50,2023-11-14,412.02
50,2023-11-15,320.1
50,2023-11-20,143.83
50,2023-11-30,83.67
50,2023-12-01,339.25
50,2023-12-24,87.26
50,2023-12-26,242.37
50,2023-12-28,338.6
50,2023-12-30,272.95
51,2023-03-28,462.06
51,2023-04-30,435.48
51,2023-05-05,429.64
51,2023-06-25,300.53
51,2023-07-31,211.24
51,2023-08-09,402.98
51,2023-09-30,98.26
51,2023-11-13,88.99
52,2023-12-08,331.33
52,2023-12-14,50.33
52,2023-12-17,395.84
52,2023-12-17,319.86
52,2023-12-20,49.18
53,2023-09-24,332.05
53,2023-09-30,247.75
53,2023-10-10,308.66
53,2023-10-13,204.32
53,2023-10-16,37.44
53,2023-10-23,249.98
53,2023-11-06,254.35
53,2023-11-12,135.63
53,2023-11-25,497.18
53,2023-11-28,425.18
54,2023-12-12,483.73
54,2023-12-20,158.3
54,2023-12-28,128.55
55,2023-06-27,300.54
55,2023-07-19,411.41
56,2023-12-12,368.75
56,2023-12-22,187.5
56,2023-12-25,257.18
56,2023-12-28,268.76
57,2023-10-27,40.61
57,2023-12-07,172.05
57,2023-12-26,245.74
57,2023-12-30,53.29
58,2023-03-08,158.31
58,2023-05-22,233.72
58,2023-05-25,494.58
58,2023-08-26,125.76
58,2023-09-12,126.95
58,2023-09-15,106.07
58,2023-09-24,175.42
58,2023-10-20,108.9
59,2023-07-14,187.16
59,2023-12-07,221.44
60,2023-03-16,461.18
60,2023-04-02,161.11
60,2023-06-12,493.68
60,2023-06-15,117.49
60,2023-07-21,198.34
60,2023-08-16,316.88
60,2023-10-17,233.37
60,2023-11-16,156.67
60,2023-12-27,484.79
61,2023-09-12,358.12
61,2023-10-07,194.67
61,2023-10-27,93.49
61,2023-12-15,174.84
61,2023-12-16,316.1
62,2023-12-17,482.96
62,2023-12-22,283.47
62,2023-12-27,31.29
62,2023-12-27,64.48
62,2023-12-28,389.3
63,2023-12-09,55.45
63,2023-12-13,472.69
63,2023-12-17,474.67
63,2023-12-21,106.03
63,2023-12-22,326.27
63,2023-12-26,142.16
63,2023-12-30,220.85
64,2023-11-06,471.57
64,2023-11-07,53.9
64,2023-11-09,365.09
64,2023-11-15,53.14
64,2023-11-20,98.4
64,2023-11-26,61.82
64,2023-11-26,372.46
64,2023-12-08,412.78
64,2023-12-12,446.33
64,2023-12-12,164.86
65,2023-12-01,425.66
65,2023-12-02,211.24
65,2023-12-05,360.75
65,2023-12-08,176.26
65,2023-12-10,102.79
65,2023-12-10,260.38
65,2023-12-10,99.21
65,2023-12-12,148.54
65,2023-12-13,176.97
65,2023-12-29,315.08
66,2023-10-28,109.96
66,2023-11-05,149.66
66,2023-11-10,94.42
66,2023-11-16,98.0
66,2023-12-04,161.93
66,2023-12-12,157.92
66,2023-12-17,108.37
66,2023-12-25,283.32
66,2023-12-29,265.54
67,2023-06-05,91.34
67,2023-08-20,238.98
67,2023-10-13,247.31
67,2023-10-27,249.24
67,2023-11-02,115.53
67,2023-11-03,33.08
68,2023-09-02,463.13
68,2023-12-20,176.69
69,2023-05-25,304.36
69,2023-05-28,205.47
69,2023-08-22,42.34
69,2023-09-23,219.85
70,2023-12-09,396.24
70,2023-12-10,401.37
70,2023-12-10,215.01
70,2023-12-13,342.35
70,2023-12-14,389.31
70,2023-12-17,54.8
70,2023-12-18,115.01
70,2023-12-25,279.88
70,2023-12-28,437.68
71,2023-07-09,166.94
71,2023-09-09,293.93
71,2023-10-25,182.55
71,2023-11-03,475.07
72,2023-10-03,410.19
72,2023-10-12,291.55
72,2023-10-15,387.89
72,2023-10-23,133.39
72,2023-10-28,92.29
72,2023-10-30,131.49
72,2023-11-05,151.19
72,2023-11-11,40.96
72,2023-11-30,146.54
72,2023-12-14,78.12
73,2023-03-01,437.34
73,2023-05-25,353.92
73,2023-06-20,87.05
73,2023-07-12,428.18
73,2023-11-05,458.36
74,2023-07-08,237.76
74,2023-10-09,86.86
74,2023-12-10,319.02
75,2023-08-17,467.69
75,2023-10-16,477.47
75,2023-11-19,490.35
75,2023-11-22,100.17
75,2023-11-29,187.53
76,2023-09-09,182.26
77,2023-11-08,133.63
77,2023-11-09,349.99
78,2023-07-13,299.76
78,2023-07-20,394.26
78,2023-08-21,117.58
78,2023-08-27,418.76
78,2023-09-17,335.92
78,2023-10-18,412.53
78,2023-12-13,494.5
78,2023-12-21,262.9
79,2023-09-02,355.06
79,2023-09-12,182.07
80,2023-10-12,176.17
80,2023-10-14,211.38
80,2023-10-31,465.76
80,2023-11-29,358.06
80,2023-12-05,445.22
80,2023-12-13,432.39
80,2023-12-22,190.2
81,2023-01-23,103.71
81,2023-02-10,422.98
81,2023-04-16,456.31
81,2023-06-28,265.8
81,2023-07-25,484.32
81,2023-08-11,370.1
81,2023-11-13,176.36
82,2023-11-14,453.84
82,2023-11-14,61.14
82,2023-11-15,135.81
82,2023-11-16,438.86
82,2023-11-29,111.59
82,2023-12-22,422.84
82,2023-12-24,439.27
83,2023-08-26,279.89
83,2023-09-04,428.15
83,2023-10-15,360.98
83,2023-10-24,310.29
83,2023-10-29,288.2
83,2023-11-22,170.26
83,2023-11-24,402.64
83,2023-12-05,483.27
83,2023-12-14,404.01
83,2023-12-17,494.44
84,2023-07-03,490.06
84,2023-07-10,483.67
84,2023-08-30,163.73
84,2023-10-10,400.32
84,2023-11-08,276.06
85,2023-02-23,343.19
85,2023-04-23,32.42
85,2023-05-01,339.49
85,2023-05-15,59.32
85,2023-05-30,367.39
85,2023-07-17,305.83
85,2023-10-29,158.12
85,2023-11-21,137.79
85,2023-11-26,497.47
85,2023-12-12,135.6
86,2023-05-01,93.32
86,2023-07-31,298.56
86,2023-08-25,215.18
86,2023-09-11,63.58
86,2023-10-20,101.57
86,2023-10-24,468.85
87,2023-08-16,464.75
87,2023-08-23,134.2
87,2023-09-02,234.16
87,2023-12-21,82.95
88,2023-03-31,41.96
88,2023-05-28,282.37
88,2023-06-06,122.88
88,2023-11-26,323.42
89,2023-02-17,43.22
89,2023-03-14,288.9
89,2023-03-15,367.18
89,2023-05-11,105.78
89,2023-05-25,470.01
89,2023-07-03,452.57
89,2023-07-16,325.05
89,2023-08-19,210.83
89,2023-09-03,488.5
89,2023-09-05,443.32
90,2023-02-01,288.57
90,2023-02-06,92.11
90,2023-07-15,327.07
90,2023-07-20,88.79
90,2023-09-07,381.93
90,2023-11-21,319.66
90,2023-11-22,372.94
90,2023-12-02,121.62
90,2023-12-25,81.47
91,2023-11-16,80.79
91,2023-12-11,74.37
91,2023-12-16,117.56
91,2023-12-19,73.08
91,2023-12-20,485.04
91,2023-12-28,47.8
92,2023-08-19,95.4
92,2023-08-19,152.35
92,2023-10-29,220.42
92,2023-12-08,488.36
93,2023-04-21,62.85
93,2023-06-14,474.81
93,2023-06-27,400.74
94,2023-11-19,292.66
94,2023-11-22,420.67
94,2023-11-23,78.29
94,2023-12-18,347.05
94,2023-12-18,162.81
94,2023-12-18,201.82
94,2023-12-29,357.01
95,2023-08-24,422.2
95,2023-09-22,90.26
95,2023-11-11,171.27
96,2023-05-26,315.57
96,2023-07-05,176.17
96,2023-07-07,393.98
96,2023-09-18,312.76
96,2023-10-24,166.07
96,2023-11-17,94.11
96,2023-11-29,221.73
97,2023-07-09,64.3
97,2023-08-14,157.06
97,2023-12-22,427.05
98,2023-11-18,485.9
98,2023-11-20,395.65
98,2023-11-23,170.64
98,2023-12-19,382.94
98,2023-12-23,355.33
99,2023-10-11,91.65
99,2023-10-16,259.34
99,2023-11-07,355.21
99,2023-12-13,276.8
100,2023-12-13,281.89
100,2023-12-26,229.67
100,2023-12-26,185.57
101,2023-08-26,466.16
101,2023-09-11,447.59
101,2023-09-13,256.36
101,2023-10-03,183.31
101,2023-10-22,384.51
101,2023-10-28,241.23
101,2023-11-04,495.8
101,2023-11-12,42.85
101,2023-12-05,260.46
101,2023-12-22,433.25
102,2023-11-14,467.72
102,2023-11-14,107.18
102,2023-12-18,199.61
102,2023-12-20,29.05
102,2023-12-26,215.21
103,2023-07-16,166.21
103,2023-07-23,438.46
103,2023-07-26,420.12
103,2023-08-01,495.56
103,2023-08-27,404.33
103,2023-11-16,421.44
103,2023-12-03,120.97
103,2023-12-15,54.71
104,2023-07-05,466.31
104,2023-08-30,144.28
104,2023-10-18,363.15
104,2023-10-26,364.06
104,2023-12-09,277.5
105,2023-05-18,410.51
105,2023-06-26,151.33
105,2023-08-16,34.9
105,2023-09-05,90.39
105,2023-09-11,326.54
105,2023-11-15,147.7
106,2023-05-02,119.65
106,2023-07-12,39.51
106,2023-08-10,179.18
106,2023-10-04,230.69
106,2023-12-16,199.76
107,2023-02-28,64.17
108,2023-09-12,88.85
109,2023-06-27,453.67
110,2023-03-04,92.36
110,2023-03-19,381.09
110,2023-04-22,209.47
110,2023-07-25,491.8
110,2023-08-10,290.54
111,2023-05-31,313.12
111,2023-06-06,312.42
111,2023-06-16,186.24
111,2023-06-28,439.79
111,2023-07-09,451.41
111,2023-11-08,146.11
111,2023-11-17,410.0
111,2023-11-26,105.47
111,2023-11-27,411.14
111,2023-12-06,448.47
112,2023-09-27,199.77
113,2023-09-18,485.64
113,2023-10-25,236.45
113,2023-11-17,435.83
113,2023-11-27,314.46
113,2023-12-13,109.26
114,2023-12-27,72.08
114,2023-12-27,29.22
114,2023-12-27,199.47
114,2023-12-27,332.4
114,2023-12-27,127.09
114,2023-12-28,404.25
114,2023-12-28,418.41
114,2023-12-28,275.58
114,2023-12-28,77.72
114,2023-12-29,25.71
115,2023-05-16,136.2
115,2023-06-02,175.91
115,2023-08-24,200.96
116,2023-10-11,134.28
116,2023-10-12,343.65
116,2023-11-08,456.84
116,2023-11-21,56.38
116,2023-11-21,338.3
116,2023-11-27,391.25
116,2023-11-27,53.41
116,2023-12-08,167.14
116,2023-12-27,422.1
117,2023-07-28,92.4
117,2023-08-21,154.26
117,2023-09-14,171.1
117,2023-09-28,333.28
117,2023-10-04,246.03
117,2023-10-28,146.02
117,2023-11-23,29.18
117,2023-11-27,211.45
117,2023-12-04,159.18
118,2023-12-07,125.61
118,2023-12-13,492.53
118,2023-12-16,110.61
118,2023-12-25,400.88
118,2023-12-30,496.03
119,2023-08-31,283.04
119,2023-09-02,464.01
119,2023-11-06,443.26
119,2023-11-08,114.35
120,2023-08-22,390.85
120,2023-09-15,41.88
120,2023-10-21,162.86
120,2023-10-22,281.04
120,2023-10-26,194.14
120,2023-11-21,87.23
120,2023-11-25,212.55
120,2023-12-08,181.24
120,2023-12-16,306.17
121,2023-03-22,251.21
121,2023-04-09,397.5
121,2023-06-12,429.85
121,2023-07-13,262.1
121,2023-07-14,288.52
121,2023-08-07,72.59
121,2023-10-08,298.43
121,2023-10-11,213.64
121,2023-11-13,240.75
122,2023-12-04,441.67
122,2023-12-06,255.12
122,2023-12-15,340.51
122,2023-12-30,40.2
123,2023-01-26,236.79
123,2023-03-15,61.28
123,2023-04-14,93.03
123,2023-04-20,309.37
123,2023-04-25,275.49
123,2023-11-26,432.26
123,2023-12-18,137.5
124,2023-12-25,395.26
124,2023-12-25,106.53
124,2023-12-26,477.08
124,2023-12-26,267.01
124,2023-12-27,273.06
124,2023-12-27,25.75
124,2023-12-28,362.07
124,2023-12-28,455.19
124,2023-12-29,253.62
124,2023-12-29,108.64
125,2023-06-04,437.43
125,2023-06-08,287.86
125,2023-07-11,494.37
126,2023-04-01,336.61
126,2023-07-14,90.01
126,2023-09-25,296.47
126,2023-09-25,66.04
126,2023-10-07,190.85
126,2023-10-12,131.27
126,2023-10-24,410.87
127,2023-06-06,88.01
127,2023-07-10,340.9
127,2023-10-01,98.92
127,2023-10-11,341.02
127,2023-10-24,180.7
127,2023-10-29,23.3
127,2023-10-31,408.82
127,2023-11-11,370.85
127,2023-12-08,183.19
127,2023-12-30,100.01
128,2023-11-05,481.08
129,2023-05-26,360.41
129,2023-06-29,461.74
129,2023-11-22,375.58
130,2023-07-03,114.08
130,2023-08-11,357.26
130,2023-08-19,481.68
130,2023-10-19,438.64
130,2023-11-23,480.21
130,2023-11-23,196.28
130,2023-12-08,327.16
131,2023-03-02,83.53
131,2023-04-06,176.88
131,2023-04-20,24.65
131,2023-08-04,227.27
131,2023-10-12,31.06
131,2023-11-12,72.66
131,2023-12-01,20.15
131,2023-12-04,146.16
132,2023-07-06,24.8
132,2023-08-15,162.46
132,2023-09-17,393.32
132,2023-09-28,426.19
132,2023-11-07,152.79
132,2023-12-06,231.44
132,2023-12-16,159.57
132,2023-12-17,481.82
132,2023-12-21,236.61
133,2023-07-24,251.88
133,2023-09-27,71.79
133,2023-12-04,300.34
133,2023-12-13,29.69
134,2023-07-02,55.09
134,2023-07-26,318.13
134,2023-07-26,266.08
134,2023-09-23,127.13
134,2023-09-27,185.28
134,2023-11-02,466.3
134,2023-11-08,105.52
134,2023-12-14,450.04
134,2023-12-23,413.54
135,2023-11-23,237.49
135,2023-12-15,280.37
136,2023-07-14,282.33
136,2023-07-22,62.53
136,2023-08-19,425.95
136,2023-10-14,387.13
136,2023-10-19,295.31
136,2023-11-19,53.92
136,2023-11-30,115.9
136,2023-12-04,414.38
136,2023-12-26,288.67
137,2023-05-20,208.19
137,2023-07-01,337.31
137,2023-07-02,182.03
137,2023-10-26,370.69
137,2023-10-31,106.1
137,2023-11-06,497.7
138,2023-12-28,187.7
139,2023-06-30,30.59
139,2023-07-12,25.91
139,2023-09-15,225.26
139,2023-09-22,411.0
140,2023-11-28,283.38
140,2023-11-29,263.77
140,2023-11-30,116.19
141,2023-12-04,90.95
141,2023-12-09,364.84
141,2023-12-11,363.15
141,2023-12-11,263.42
141,2023-12-19,250.09
141,2023-12-21,360.26
141,2023-12-25,119.57
141,2023-12-25,253.31
142,2023-12-28,396.57
142,2023-12-29,246.79
142,2023-12-29,71.88
142,2023-12-29,263.6
142,2023-12-29,312.35
142,2023-12-29,207.67
142,2023-12-30,492.67
142,2023-12-30,348.92
143,2023-09-07,495.6
143,2023-10-04,184.24
143,2023-11-23,278.2
144,2023-10-26,290.2
144,2023-11-02,166.35
144,2023-12-24,200.11
145,2023-07-19,460.47
145,2023-09-02,476.32
145,2023-09-08,242.96
145,2023-09-16,370.91
145,2023-10-06,456.4
145,2023-12-01,204.48
145,2023-12-04,422.88
145,2023-12-11,497.23
146,2023-11-16,392.22
146,2023-12-27,251.58
147,2023-01-17,270.97
147,2023-12-14,153.0
148,2023-09-10,489.39
148,2023-09-28,235.1
148,2023-10-06,422.39
148,2023-10-08,117.11
148,2023-10-11,59.67
148,2023-12-15,164.44
149,2023-05-15,92.79
149,2023-06-10,209.4
149,2023-08-09,415.07
149,2023-08-17,102.67
149,2023-09-05,432.54
149,2023-11-16,57.19
150,2023-09-27,22.66
150,2023-11-06,356.11
150,2023-11-08,319.32
150,2023-11-11,94.88
150,2023-11-20,351.84
150,2023-11-25,323.13
150,2023-12-14,59.32
150,2023-12-29,460.23
151,2023-01-31,207.69
151,2023-03-06,495.0
151,2023-05-22,479.41
151,2023-05-23,25.9
151,2023-09-16,401.12
152,2023-10-29,130.11
152,2023-11-12,246.6
152,2023-11-12,62.66
152,2023-11-29,316.87
152,2023-12-04,148.09
152,2023-12-17,179.01
153,2023-04-25,155.48
153,2023-07-03,254.13
154,2023-01-25,474.3
154,2023-04-27,433.06
154,2023-05-23,411.03
154,2023-06-10,167.94
154,2023-07-06,238.52
154,2023-07-19,264.76
154,2023-09-02,217.14
154,2023-09-05,298.17
154,2023-09-09,30.44
154,2023-10-28,399.53
155,2023-07-30,99.57
155,2023-08-02,105.56
155,2023-08-09,334.08
155,2023-08-29,194.8
155,2023-11-03,106.51
155,2023-11-08,210.35
155,2023-12-09,320.57
156,2023-12-21,91.21
156,2023-12-22,297.1
156,2023-12-24,256.66
156,2023-12-26,188.3
156,2023-12-29,347.78
157,2023-10-04,326.29
157,2023-10-22,485.78
157,2023-10-22,337.12
157,2023-11-03,81.35
157,2023-11-16,133.45
157,2023-11-26,150.04
157,2023-11-30,257.27
157,2023-12-14,484.63
157,2023-12-21,104.6
158,2023-06-14,75.81
158,2023-08-27,44.86
158,2023-09-22,138.24
158,2023-10-09,216.21
158,2023-10-25,56.78
158,2023-12-03,224.26
159,2023-12-05,221.17
159,2023-12-11,91.42
159,2023-12-12,328.49
159,2023-12-16,43.16
159,2023-12-18,130.81
159,2023-12-26,28.42
159,2023-12-27,157.49
159,2023-12-28,80.98
160,2023-07-12,381.99
160,2023-10-13,330.05
161,2023-10-19,316.74
161,2023-10-21,394.99
161,2023-10-21,89.71
161,2023-10-30,162.77
161,2023-11-09,347.95
161,2023-11-10,119.39
161,2023-11-15,373.77
161,2023-11-24,386.04
161,2023-12-21,403.53
162,2023-06-29,333.48
162,2023-07-17,353.16
162,2023-08-09,498.34
162,2023-08-15,273.0
162,2023-09-14,127.49
162,2023-10-06,34.52
162,2023-10-15,492.93
162,2023-10-17,184.56
163,2023-05-02,469.19
163,2023-05-11,123.25
163,2023-08-24,132.67
164,2023-10-01,38.08
164,2023-11-12,386.7
164,2023-12-28,231.32
165,2023-04-04,147.1
165,2023-04-07,296.44
165,2023-06-04,284.45
165,2023-06-09,327.27
165,2023-06-16,406.79
165,2023-08-12,377.91
165,2023-10-17,77.18
165,2023-11-05,153.81
165,2023-12-26,108.76
166,2023-05-02,81.64
166,2023-06-24,375.56
166,2023-08-08,290.34
166,2023-08-11,179.19
166,2023-12-09,251.26
167,2023-08-08,446.37
167,2023-08-13,58.69
167,2023-08-27,70.57
167,2023-08-30,409.77
167,2023-10-31,78.77
167,2023-11-10,310.42
167,2023-11-17,394.86
167,2023-12-15,41.42
168,2023-09-11,194.69
168,2023-09-14,273.16
168,2023-09-18,282.22
168,2023-10-16,255.05
168,2023-11-01,22.9
168,2023-11-17,217.51
169,2023-10-07,187.14
169,2023-10-15,315.24
169,2023-10-20,247.14
169,2023-10-28,499.5
169,2023-10-31,146.32
169,2023-11-16,498.98
169,2023-11-21,404.09
169,2023-12-07,410.9
170,2023-11-25,444.95
170,2023-12-11,408.06
170,2023-12-11,321.78
170,2023-12-19,469.17
170,2023-12-25,138.62
170,2023-12-27,95.62
171,2023-12-30,100.51
172,2023-06-21,293.11
172,2023-06-22,103.26
172,2023-07-28,214.29
172,2023-11-19,105.76
173,2023-03-22,195.06
173,2023-04-06,204.98
173,2023-08-22,389.93
173,2023-08-27,399.67
173,2023-10-31,430.99
173,2023-12-08,130.99
173,2023-12-09,454.08
173,2023-12-17,266.13
174,2023-07-28,354.04
174,2023-08-08,377.55
174,2023-08-21,363.77
174,2023-10-24,339.97
175,2023-12-26,211.23
175,2023-12-26,150.61
175,2023-12-26,347.2
175,2023-12-26,273.67
175,2023-12-26,402.51
175,2023-12-26,98.2
175,2023-12-30,119.41
176,2023-06-23,212.17
176,2023-06-25,405.67
176,2023-10-07,350.84
176,2023-12-19,363.34
177,2023-12-08,286.16
177,2023-12-19,426.52
177,2023-12-23,490.95
177,2023-12-24,53.34
177,2023-12-24,379.25
177,2023-12-28,480.45
178,2023-09-25,234.96
178,2023-11-01,215.17
179,2023-05-07,274.32
179,2023-06-16,170.53
179,2023-07-06,139.06
179,2023-09-04,190.83
179,2023-09-09,144.33
179,2023-09-17,29.02
179,2023-11-03,195.81
180,2023-07-30,221.09
180,2023-08-16,63.14
180,2023-09-03,156.54
180,2023-11-16,290.86
181,2023-12-08,335.59
181,2023-12-09,110.04
181,2023-12-18,52.23
182,2023-04-23,163.69
182,2023-07-24,43.36
182,2023-09-07,261.02
